order_id,department,add_time,mod_time
19980242,ND,2015-09-26 05:14:38.411+00,2015-09-26 05:14:38.411+00
19980243,ND,2015-09-26 05:14:38.514+00,2015-09-26 05:14:38.514+00
19980244,ND,2015-09-26 05:14:38.613+00,2015-09-26 05:14:38.613+00
19980245,ND,2015-09-26 05:14:38.71+00,2015-09-26 05:14:38.71+00
19980246,ND,2015-09-26 05:14:38.82+00,2015-09-26 05:14:38.82+00
19980247,ND,2015-09-26 05:14:38.917+00,2015-09-26 05:14:38.917+00
19980248,ND,2015-09-26 05:14:39.017+00,2015-09-26 05:14:39.017+00
19980249,PCO,2015-09-26 05:14:39.118+00,2015-09-26 05:14:39.118+00
19980250,TC,2015-09-26 05:14:39.219+00,2015-09-26 05:14:39.219+00
19980251,IT,2015-09-26 05:14:39.314+00,2015-09-26 05:14:39.314+00
19980252,FAIT,2015-09-26 05:14:39.399+00,2015-09-26 05:14:39.399+00
19980253,FAIT,2015-09-26 05:14:39.489+00,2015-09-26 05:14:39.489+00
19980254,LGC,2015-09-26 05:14:39.619+00,2015-09-26 05:14:39.619+00
19980255,LGC,2015-09-26 05:14:39.709+00,2015-09-26 05:14:39.709+00
19980256,TC,2015-09-26 05:14:39.804+00,2015-09-26 05:14:39.804+00
19980257,TC,2015-09-26 05:14:39.897+00,2015-09-26 05:14:39.897+00
19980258,PWGS,2015-09-26 05:14:39.988+00,2015-09-26 05:14:39.988+00
19980259,INDUSTRY,2015-09-26 05:14:40.089+00,2015-09-26 05:14:40.089+00
19980260,INDUSTRY,2015-09-26 05:14:40.188+00,2015-09-26 05:14:40.188+00
19980261,INDUSTRY,2015-09-26 05:14:40.28+00,2015-09-26 05:14:40.28+00
19980262,FIN,2015-09-26 05:14:40.374+00,2015-09-26 05:14:40.374+00
19980263,HRD,2015-09-26 05:14:40.465+00,2015-09-26 05:14:40.465+00
19980264,HRD,2015-09-26 05:14:40.558+00,2015-09-26 05:14:40.558+00
19980265,HRD,2015-09-26 05:14:40.653+00,2015-09-26 05:14:40.653+00
19980266,HRD,2015-09-26 05:14:40.743+00,2015-09-26 05:14:40.743+00
19980267,CITIZENSHIP,2015-09-26 05:14:40.838+00,2015-09-26 05:14:40.838+00
19980268,CITIZENSHIP,2015-09-26 05:14:40.934+00,2015-09-26 05:14:40.934+00
19980269,JUS,2015-09-26 05:14:41.024+00,2015-09-26 05:14:41.024+00
19980270,HEALTH,2015-09-26 05:14:41.119+00,2015-09-26 05:14:41.119+00
19980271,SGC,2015-09-26 05:14:41.214+00,2015-09-26 05:14:41.214+00
19980272,CITIZENSHIP,2015-09-26 05:14:41.311+00,2015-09-26 05:14:41.311+00
19980273,TC,2015-09-26 05:14:41.41+00,2015-09-26 05:14:41.41+00
19980274,AGRI-FOOD,2015-09-26 05:14:41.505+00,2015-09-26 05:14:41.505+00
19980275,AGRI-FOOD,2015-09-26 05:14:41.606+00,2015-09-26 05:14:41.606+00
19980276,AGRI-FOOD,2015-09-26 05:14:41.706+00,2015-09-26 05:14:41.706+00
19980277,CITIZENSHIP,2015-09-26 05:14:41.812+00,2015-09-26 05:14:41.812+00
19980278,CITIZENSHIP,2015-09-26 05:14:41.908+00,2015-09-26 05:14:41.908+00
19980279,EC,2015-09-26 05:14:42.033+00,2015-09-26 05:14:42.033+00
19980280,FIN,2015-09-26 05:14:42.208+00,2015-09-26 05:14:42.208+00
19980281,FIN,2015-09-26 05:14:42.331+00,2015-09-26 05:14:42.331+00
19980282,FIN,2015-09-26 05:14:42.444+00,2015-09-26 05:14:42.444+00
19980283,FIN,2015-09-26 05:14:42.58+00,2015-09-26 05:14:42.58+00
19980284,NR,2015-09-26 05:14:42.675+00,2015-09-26 05:14:42.675+00
19980285,RESOURCES,2015-09-26 05:14:42.77+00,2015-09-26 05:14:42.77+00
19980286,FIN,2015-09-26 05:14:42.865+00,2015-09-26 05:14:42.865+00
19980286,INT'L TRADE,2015-09-26 05:14:42.865+00,2015-09-26 05:14:42.865+00
19980286,TB,2015-09-26 05:14:42.865+00,2015-09-26 05:14:42.865+00
19980287,HRDC,2015-09-26 05:14:42.965+00,2015-09-26 05:14:42.965+00
19980288,HRDC,2015-09-26 05:14:43.063+00,2015-09-26 05:14:43.063+00
19980289,HRDC,2015-09-26 05:14:43.158+00,2015-09-26 05:14:43.158+00
19980290,JUS,2015-09-26 05:14:43.26+00,2015-09-26 05:14:43.26+00
19980291,PWGS,2015-09-26 05:14:43.356+00,2015-09-26 05:14:43.356+00
19980292,PWGS,2015-09-26 05:14:43.449+00,2015-09-26 05:14:43.449+00
19980293,SGC,2015-09-26 05:14:43.544+00,2015-09-26 05:14:43.544+00
19980294,SGC,2015-09-26 05:14:43.639+00,2015-09-26 05:14:43.639+00
19980295,SGC,2015-09-26 05:14:43.745+00,2015-09-26 05:14:43.745+00
19980296,SGC,2015-09-26 05:14:43.845+00,2015-09-26 05:14:43.845+00
19980297,SGC,2015-09-26 05:14:43.94+00,2015-09-26 05:14:43.94+00
19980298,SGC,2015-09-26 05:14:44.03+00,2015-09-26 05:14:44.03+00
19980299,F&O,2015-09-26 05:14:44.13+00,2015-09-26 05:14:44.13+00
19980300,PMO,2015-09-26 05:14:44.226+00,2015-09-26 05:14:44.226+00
19980301,PMO,2015-09-26 05:14:44.32+00,2015-09-26 05:14:44.32+00
19980302,PTB,2015-09-26 05:14:44.415+00,2015-09-26 05:14:44.415+00
19980303,TB,2015-09-26 05:14:44.515+00,2015-09-26 05:14:44.515+00
19980303,WED-OLD,2015-09-26 05:14:44.515+00,2015-09-26 05:14:44.515+00
19980304,PMO,2015-09-26 05:14:44.62+00,2015-09-26 05:14:44.62+00
19980305,PCO,2015-09-26 05:14:44.721+00,2015-09-26 05:14:44.721+00
19980305,PMO,2015-09-26 05:14:44.721+00,2015-09-26 05:14:44.721+00
19980306,PMO,2015-09-26 05:14:44.811+00,2015-09-26 05:14:44.811+00
19980307,FAIT,2015-09-26 05:14:44.911+00,2015-09-26 05:14:44.911+00
19980308,FAIT,2015-09-26 05:14:45.006+00,2015-09-26 05:14:45.006+00
19980309,FAIT,2015-09-26 05:14:45.1+00,2015-09-26 05:14:45.1+00
19980310,TC,2015-09-26 05:14:45.195+00,2015-09-26 05:14:45.195+00
19980311,HERITAGE,2015-09-26 05:14:45.31+00,2015-09-26 05:14:45.31+00
19980312,HERITAGE,2015-09-26 05:14:45.455+00,2015-09-26 05:14:45.455+00
19980313,HERITAGE,2015-09-26 05:14:45.603+00,2015-09-26 05:14:45.603+00
19980314,HERITAGE,2015-09-26 05:14:45.707+00,2015-09-26 05:14:45.707+00
19980315,HERITAGE,2015-09-26 05:14:45.803+00,2015-09-26 05:14:45.803+00
19980316,HERITAGE,2015-09-26 05:14:45.9+00,2015-09-26 05:14:45.9+00
19980317,HERITAGE,2015-09-26 05:14:45.992+00,2015-09-26 05:14:45.992+00
19980318,HRD,2015-09-26 05:14:46.096+00,2015-09-26 05:14:46.096+00
19980319,HRD,2015-09-26 05:14:46.187+00,2015-09-26 05:14:46.187+00
19980320,HRD,2015-09-26 05:14:46.288+00,2015-09-26 05:14:46.288+00
19980321,HRD,2015-09-26 05:14:46.397+00,2015-09-26 05:14:46.397+00
19980322,HRD,2015-09-26 05:14:46.503+00,2015-09-26 05:14:46.503+00
19980323,HRD,2015-09-26 05:14:46.604+00,2015-09-26 05:14:46.604+00
19980324,HRD,2015-09-26 05:14:46.704+00,2015-09-26 05:14:46.704+00
19980325,HRD,2015-09-26 05:14:46.809+00,2015-09-26 05:14:46.809+00
19980326,HRD,2015-09-26 05:14:46.909+00,2015-09-26 05:14:46.909+00
19980327,HRD,2015-09-26 05:14:47.039+00,2015-09-26 05:14:47.039+00
19980328,HRD,2015-09-26 05:14:47.199+00,2015-09-26 05:14:47.199+00
19980329,CITIZENSHIP,2015-09-26 05:14:47.364+00,2015-09-26 05:14:47.364+00
19980330,CITIZENSHIP,2015-09-26 05:14:47.474+00,2015-09-26 05:14:47.474+00
19980331,SGC,2015-09-26 05:14:47.586+00,2015-09-26 05:14:47.586+00
19980332,SGC,2015-09-26 05:14:47.686+00,2015-09-26 05:14:47.686+00
19980333,ND,2015-09-26 05:14:47.787+00,2015-09-26 05:14:47.787+00
19980334,PMO,2015-09-26 05:14:47.902+00,2015-09-26 05:14:47.902+00
19980335,PMO,2015-09-26 05:14:48.003+00,2015-09-26 05:14:48.003+00
19980336,PMO,2015-09-26 05:14:48.108+00,2015-09-26 05:14:48.108+00
19980337,PMO,2015-09-26 05:14:48.213+00,2015-09-26 05:14:48.213+00
19980338,PMO,2015-09-26 05:14:48.318+00,2015-09-26 05:14:48.318+00
19980339,PMO,2015-09-26 05:14:48.428+00,2015-09-26 05:14:48.428+00
19980340,PMO,2015-09-26 05:14:48.528+00,2015-09-26 05:14:48.528+00
19980341,PMO,2015-09-26 05:14:48.635+00,2015-09-26 05:14:48.635+00
19980342,PMO,2015-09-26 05:14:48.774+00,2015-09-26 05:14:48.774+00
19980343,PMO,2015-09-26 05:14:48.929+00,2015-09-26 05:14:48.929+00
19980343,PSC,2015-09-26 05:14:48.929+00,2015-09-26 05:14:48.929+00
19980344,PMO,2015-09-26 05:14:49.065+00,2015-09-26 05:14:49.065+00
19980345,AGRI-FOOD,2015-09-26 05:14:49.184+00,2015-09-26 05:14:49.184+00
19980346,AGRI-FOOD,2015-09-26 05:14:49.29+00,2015-09-26 05:14:49.29+00
19980347,AGRI-FOOD,2015-09-26 05:14:49.392+00,2015-09-26 05:14:49.392+00
19980348,AGRI-FOOD,2015-09-26 05:14:49.494+00,2015-09-26 05:14:49.494+00
19980349,FAIT,2015-09-26 05:14:49.598+00,2015-09-26 05:14:49.598+00
19980350,FAIT,2015-09-26 05:14:49.698+00,2015-09-26 05:14:49.698+00
19980351,FAIT,2015-09-26 05:14:49.797+00,2015-09-26 05:14:49.797+00
19980352,HEALTH,2015-09-26 05:14:49.897+00,2015-09-26 05:14:49.897+00
19980353,HEALTH,2015-09-26 05:14:49.992+00,2015-09-26 05:14:49.992+00
19980354,HEALTH,2015-09-26 05:14:50.093+00,2015-09-26 05:14:50.093+00
19980355,TC,2015-09-26 05:14:50.196+00,2015-09-26 05:14:50.196+00
19980356,TC,2015-09-26 05:14:50.301+00,2015-09-26 05:14:50.301+00
19980357,HERITAGE,2015-09-26 05:14:50.402+00,2015-09-26 05:14:50.402+00
19980358,HERITAGE,2015-09-26 05:14:50.503+00,2015-09-26 05:14:50.503+00
19980359,HERITAGE,2015-09-26 05:14:50.601+00,2015-09-26 05:14:50.601+00
19980360,HERITAGE,2015-09-26 05:14:50.711+00,2015-09-26 05:14:50.711+00
19980361,TC,2015-09-26 05:14:50.816+00,2015-09-26 05:14:50.816+00
19980362,LAB,2015-09-26 05:14:50.928+00,2015-09-26 05:14:50.928+00
19980363,PMO,2015-09-26 05:14:51.018+00,2015-09-26 05:14:51.018+00
19980364,INDUSTRY,2015-09-26 05:14:51.115+00,2015-09-26 05:14:51.115+00
19980365,INDUSTRY,2015-09-26 05:14:51.217+00,2015-09-26 05:14:51.217+00
19980366,INDUSTRY,2015-09-26 05:14:51.317+00,2015-09-26 05:14:51.317+00
19980367,TB,2015-09-26 05:14:51.422+00,2015-09-26 05:14:51.422+00
19980368,CITIZENSHIP,2015-09-26 05:14:51.529+00,2015-09-26 05:14:51.529+00
19980369,HERITAGE,2015-09-26 05:14:51.635+00,2015-09-26 05:14:51.635+00
19980370,HERITAGE,2015-09-26 05:14:51.77+00,2015-09-26 05:14:51.77+00
19980371,VAC,2015-09-26 05:14:51.869+00,2015-09-26 05:14:51.869+00
19980372,VAC,2015-09-26 05:14:51.969+00,2015-09-26 05:14:51.969+00
19980373,JUS,2015-09-26 05:14:52.109+00,2015-09-26 05:14:52.109+00
19980374,JUS,2015-09-26 05:14:52.284+00,2015-09-26 05:14:52.284+00
19980375,JUS,2015-09-26 05:14:52.409+00,2015-09-26 05:14:52.409+00
19980376,JUS,2015-09-26 05:14:52.515+00,2015-09-26 05:14:52.515+00
19980377,JUS,2015-09-26 05:14:52.61+00,2015-09-26 05:14:52.61+00
19980378,JUS,2015-09-26 05:14:52.712+00,2015-09-26 05:14:52.712+00
19980379,HERITAGE,2015-09-26 05:14:52.806+00,2015-09-26 05:14:52.806+00
19980380,TC,2015-09-26 05:14:52.897+00,2015-09-26 05:14:52.897+00
19980381,HERITAGE,2015-09-26 05:14:52.992+00,2015-09-26 05:14:52.992+00
19980382,HERITAGE,2015-09-26 05:14:53.083+00,2015-09-26 05:14:53.083+00
19980383,HRD,2015-09-26 05:14:53.176+00,2015-09-26 05:14:53.176+00
19980384,HRD,2015-09-26 05:14:53.291+00,2015-09-26 05:14:53.291+00
19980385,HRD,2015-09-26 05:14:53.386+00,2015-09-26 05:14:53.386+00
19980386,HRD,2015-09-26 05:14:53.486+00,2015-09-26 05:14:53.486+00
19980387,HERITAGE,2015-09-26 05:14:53.587+00,2015-09-26 05:14:53.587+00
19980388,VAC,2015-09-26 05:14:53.689+00,2015-09-26 05:14:53.689+00
19980389,IA&ND,2015-09-26 05:14:53.788+00,2015-09-26 05:14:53.788+00
19980390,FAIT,2015-09-26 05:14:53.89+00,2015-09-26 05:14:53.89+00
19980391,FIN,2015-09-26 05:14:53.985+00,2015-09-26 05:14:53.985+00
19980392,FIN,2015-09-26 05:14:54.085+00,2015-09-26 05:14:54.085+00
19980393,FIN,2015-09-26 05:14:54.19+00,2015-09-26 05:14:54.19+00
19980394,FIN,2015-09-26 05:14:54.295+00,2015-09-26 05:14:54.295+00
19980395,FIN,2015-09-26 05:14:54.4+00,2015-09-26 05:14:54.4+00
19980396,FIN,2015-09-26 05:14:54.505+00,2015-09-26 05:14:54.505+00
19980397,HEALTH,2015-09-26 05:14:54.615+00,2015-09-26 05:14:54.615+00
19980398,HEALTH,2015-09-26 05:14:54.72+00,2015-09-26 05:14:54.72+00
19980399,HEALTH,2015-09-26 05:14:54.841+00,2015-09-26 05:14:54.841+00
19980400,HEALTH,2015-09-26 05:14:54.982+00,2015-09-26 05:14:54.982+00
19980401,HERITAGE,2015-09-26 05:14:55.086+00,2015-09-26 05:14:55.086+00
19980402,IA&ND,2015-09-26 05:14:55.197+00,2015-09-26 05:14:55.197+00
19980403,IA&ND,2015-09-26 05:14:55.302+00,2015-09-26 05:14:55.302+00
19980404,IA&ND,2015-09-26 05:14:55.418+00,2015-09-26 05:14:55.418+00
19980405,IA&ND,2015-09-26 05:14:55.533+00,2015-09-26 05:14:55.533+00
19980406,INDUSTRY,2015-09-26 05:14:55.654+00,2015-09-26 05:14:55.654+00
19980407,LAB,2015-09-26 05:14:55.795+00,2015-09-26 05:14:55.795+00
19980408,LAB,2015-09-26 05:14:55.909+00,2015-09-26 05:14:55.909+00
19980409,LAB,2015-09-26 05:14:56.016+00,2015-09-26 05:14:56.016+00
19980410,LAB,2015-09-26 05:14:56.128+00,2015-09-26 05:14:56.128+00
19980411,NR,2015-09-26 05:14:56.248+00,2015-09-26 05:14:56.248+00
19980412,PMO,2015-09-26 05:14:56.35+00,2015-09-26 05:14:56.35+00
19980412,SGC,2015-09-26 05:14:56.351+00,2015-09-26 05:14:56.351+00
19980413,RESOURCES,2015-09-26 05:14:56.481+00,2015-09-26 05:14:56.481+00
19980414,TC,2015-09-26 05:14:56.583+00,2015-09-26 05:14:56.583+00
19980415,TC,2015-09-26 05:14:56.694+00,2015-09-26 05:14:56.694+00
19980416,TC,2015-09-26 05:14:56.827+00,2015-09-26 05:14:56.827+00
19980417,CAN PORTS,2015-09-26 05:14:56.935+00,2015-09-26 05:14:56.935+00
19980417,TC,2015-09-26 05:14:56.935+00,2015-09-26 05:14:56.935+00
19980418,CAN PORTS,2015-09-26 05:14:57.06+00,2015-09-26 05:14:57.06+00
19980418,TC,2015-09-26 05:14:57.06+00,2015-09-26 05:14:57.06+00
19980419,CAN PORTS,2015-09-26 05:14:57.226+00,2015-09-26 05:14:57.226+00
19980419,TC,2015-09-26 05:14:57.231+00,2015-09-26 05:14:57.231+00
19980420,CAN PORTS,2015-09-26 05:14:57.371+00,2015-09-26 05:14:57.371+00
19980420,TC,2015-09-26 05:14:57.371+00,2015-09-26 05:14:57.371+00
19980421,AGRI-FOOD,2015-09-26 05:14:57.488+00,2015-09-26 05:14:57.488+00
19980421,TB,2015-09-26 05:14:57.488+00,2015-09-26 05:14:57.488+00
19980422,AGRI-FOOD,2015-09-26 05:14:57.597+00,2015-09-26 05:14:57.597+00
19980422,TB,2015-09-26 05:14:57.597+00,2015-09-26 05:14:57.597+00
19980423,AGRI-FOOD,2015-09-26 05:14:57.705+00,2015-09-26 05:14:57.705+00
19980423,TB,2015-09-26 05:14:57.706+00,2015-09-26 05:14:57.706+00
19980424,AGRI-FOOD,2015-09-26 05:14:57.805+00,2015-09-26 05:14:57.805+00
19980424,TB,2015-09-26 05:14:57.805+00,2015-09-26 05:14:57.805+00
19980425,HERITAGE,2015-09-26 05:14:57.905+00,2015-09-26 05:14:57.905+00
19980426,HRDC,2015-09-26 05:14:58.001+00,2015-09-26 05:14:58.001+00
19980427,HRDC,2015-09-26 05:14:58.096+00,2015-09-26 05:14:58.096+00
19980428,INDUSTRY,2015-09-26 05:14:58.234+00,2015-09-26 05:14:58.234+00
19980429,NR,2015-09-26 05:14:58.326+00,2015-09-26 05:14:58.326+00
19980430,AGRI-FOOD,2015-09-26 05:14:58.426+00,2015-09-26 05:14:58.426+00
19980431,F&O,2015-09-26 05:14:58.522+00,2015-09-26 05:14:58.522+00
19980432,HERITAGE,2015-09-26 05:14:58.63+00,2015-09-26 05:14:58.63+00
19980433,HERITAGE,2015-09-26 05:14:58.744+00,2015-09-26 05:14:58.744+00
19980434,HERITAGE,2015-09-26 05:14:58.85+00,2015-09-26 05:14:58.85+00
19980435,IA&ND,2015-09-26 05:14:58.951+00,2015-09-26 05:14:58.951+00
19980436,IA&ND,2015-09-26 05:14:59.054+00,2015-09-26 05:14:59.054+00
19980437,IA&ND,2015-09-26 05:14:59.149+00,2015-09-26 05:14:59.149+00
19980438,IA&ND,2015-09-26 05:14:59.256+00,2015-09-26 05:14:59.256+00
19980439,IA&ND,2015-09-26 05:14:59.36+00,2015-09-26 05:14:59.36+00
19980440,IA&ND,2015-09-26 05:14:59.459+00,2015-09-26 05:14:59.459+00
19980441,IA&ND,2015-09-26 05:14:59.565+00,2015-09-26 05:14:59.565+00
19980442,IA&ND,2015-09-26 05:14:59.665+00,2015-09-26 05:14:59.665+00
19980443,IA&ND,2015-09-26 05:14:59.768+00,2015-09-26 05:14:59.768+00
19980444,INDUSTRY,2015-09-26 05:14:59.871+00,2015-09-26 05:14:59.871+00
19980445,INDUSTRY,2015-09-26 05:14:59.976+00,2015-09-26 05:14:59.976+00
19980446,INDUSTRY,2015-09-26 05:15:00.078+00,2015-09-26 05:15:00.078+00
19980447,INDUSTRY,2015-09-26 05:15:00.178+00,2015-09-26 05:15:00.178+00
19980448,JUS,2015-09-26 05:15:00.277+00,2015-09-26 05:15:00.277+00
19980449,JUS,2015-09-26 05:15:00.383+00,2015-09-26 05:15:00.383+00
19980450,JUS,2015-09-26 05:15:00.484+00,2015-09-26 05:15:00.484+00
19980451,JUS,2015-09-26 05:15:00.588+00,2015-09-26 05:15:00.588+00
19980452,JUS,2015-09-26 05:15:00.696+00,2015-09-26 05:15:00.696+00
19980453,JUS,2015-09-26 05:15:00.792+00,2015-09-26 05:15:00.792+00
19980454,LAB,2015-09-26 05:15:00.9+00,2015-09-26 05:15:00.9+00
19980455,PWGS,2015-09-26 05:15:01.005+00,2015-09-26 05:15:01.005+00
19980456,JUS,2015-09-26 05:15:01.1+00,2015-09-26 05:15:01.1+00
19980456,PWGS,2015-09-26 05:15:01.105+00,2015-09-26 05:15:01.105+00
19980456,SGC,2015-09-26 05:15:01.105+00,2015-09-26 05:15:01.105+00
19980457,SGC,2015-09-26 05:15:01.243+00,2015-09-26 05:15:01.243+00
19980458,SGC,2015-09-26 05:15:01.36+00,2015-09-26 05:15:01.36+00
19980459,SGC,2015-09-26 05:15:01.463+00,2015-09-26 05:15:01.463+00
19980460,SGC,2015-09-26 05:15:01.563+00,2015-09-26 05:15:01.563+00
19980461,SGC,2015-09-26 05:15:01.655+00,2015-09-26 05:15:01.655+00
19980462,CTA-OLD,2015-09-26 05:15:01.75+00,2015-09-26 05:15:01.75+00
19980462,TC,2015-09-26 05:15:01.75+00,2015-09-26 05:15:01.75+00
19980463,HERITAGE,2015-09-26 05:15:01.855+00,2015-09-26 05:15:01.855+00
19980464,EPC,2015-09-26 05:15:01.955+00,2015-09-26 05:15:01.955+00
19980464,ND,2015-09-26 05:15:01.957+00,2015-09-26 05:15:01.957+00
19980464,TB,2015-09-26 05:15:01.959+00,2015-09-26 05:15:01.959+00
19980465,PWGS,2015-09-26 05:15:02.073+00,2015-09-26 05:15:02.073+00
19980466,INDUSTRY,2015-09-26 05:15:02.228+00,2015-09-26 05:15:02.228+00
19980467,JUS,2015-09-26 05:15:02.422+00,2015-09-26 05:15:02.422+00
19980468,HRD,2015-09-26 05:15:02.621+00,2015-09-26 05:15:02.621+00
19980469,HRD,2015-09-26 05:15:02.835+00,2015-09-26 05:15:02.835+00
19980470,CITIZENSHIP,2015-09-26 05:15:03.011+00,2015-09-26 05:15:03.011+00
19980471,CITIZENSHIP,2015-09-26 05:15:03.284+00,2015-09-26 05:15:03.284+00
19980472,CITIZENSHIP,2015-09-26 05:15:03.632+00,2015-09-26 05:15:03.632+00
19980473,SGC,2015-09-26 05:15:03.933+00,2015-09-26 05:15:03.933+00
19980474,JUS,2015-09-26 05:15:04.096+00,2015-09-26 05:15:04.096+00
19980475,JUS,2015-09-26 05:15:04.237+00,2015-09-26 05:15:04.237+00
19980476,JUS,2015-09-26 05:15:04.381+00,2015-09-26 05:15:04.381+00
19980477,JUS,2015-09-26 05:15:04.508+00,2015-09-26 05:15:04.508+00
19980478,JUS,2015-09-26 05:15:04.656+00,2015-09-26 05:15:04.656+00
19980479,JUS,2015-09-26 05:15:04.811+00,2015-09-26 05:15:04.811+00
19980480,JUS,2015-09-26 05:15:04.926+00,2015-09-26 05:15:04.926+00
19980481,JUS,2015-09-26 05:15:05.031+00,2015-09-26 05:15:05.031+00
19980482,JUS,2015-09-26 05:15:05.136+00,2015-09-26 05:15:05.136+00
19980483,JUS,2015-09-26 05:15:05.236+00,2015-09-26 05:15:05.236+00
19980484,JUS,2015-09-26 05:15:05.337+00,2015-09-26 05:15:05.337+00
19980485,JUS,2015-09-26 05:15:05.442+00,2015-09-26 05:15:05.442+00
19980486,JUS,2015-09-26 05:15:05.578+00,2015-09-26 05:15:05.578+00
19980487,JUS,2015-09-26 05:15:05.673+00,2015-09-26 05:15:05.673+00
19980488,JUS,2015-09-26 05:15:05.778+00,2015-09-26 05:15:05.778+00
19980489,JUS,2015-09-26 05:15:05.878+00,2015-09-26 05:15:05.878+00
19980490,JUS,2015-09-26 05:15:05.977+00,2015-09-26 05:15:05.977+00
19980491,CITIZENSHIP,2015-09-26 05:15:06.073+00,2015-09-26 05:15:06.073+00
19980492,AGRI-FOOD,2015-09-26 05:15:06.169+00,2015-09-26 05:15:06.169+00
19980493,AGRI-FOOD,2015-09-26 05:15:06.269+00,2015-09-26 05:15:06.269+00
19980494,AGRI-FOOD,2015-09-26 05:15:06.369+00,2015-09-26 05:15:06.369+00
19980494,TB,2015-09-26 05:15:06.374+00,2015-09-26 05:15:06.374+00
19980495,EC,2015-09-26 05:15:06.467+00,2015-09-26 05:15:06.467+00
19980496,F&O,2015-09-26 05:15:06.562+00,2015-09-26 05:15:06.562+00
19980497,FAIT,2015-09-26 05:15:06.662+00,2015-09-26 05:15:06.662+00
19980498,FIN,2015-09-26 05:15:06.762+00,2015-09-26 05:15:06.762+00
19980499,FIN,2015-09-26 05:15:06.862+00,2015-09-26 05:15:06.862+00
19980500,INDUSTRY,2015-09-26 05:15:06.957+00,2015-09-26 05:15:06.957+00
19980501,RESOURCES,2015-09-26 05:15:07.052+00,2015-09-26 05:15:07.052+00
19980502,RESOURCES,2015-09-26 05:15:07.177+00,2015-09-26 05:15:07.177+00
19980503,RESOURCES,2015-09-26 05:15:07.337+00,2015-09-26 05:15:07.337+00
19980504,RESOURCES,2015-09-26 05:15:07.468+00,2015-09-26 05:15:07.468+00
19980505,RESOURCES,2015-09-26 05:15:07.567+00,2015-09-26 05:15:07.567+00
19980506,RESOURCES,2015-09-26 05:15:07.667+00,2015-09-26 05:15:07.667+00
19980507,AGRI-FOOD,2015-09-26 05:15:07.769+00,2015-09-26 05:15:07.769+00
19980507,TB,2015-09-26 05:15:07.769+00,2015-09-26 05:15:07.769+00
19980508,FIN,2015-09-26 05:15:07.864+00,2015-09-26 05:15:07.864+00
19980508,TB,2015-09-26 05:15:07.864+00,2015-09-26 05:15:07.864+00
19980509,HERITAGE,2015-09-26 05:15:07.965+00,2015-09-26 05:15:07.965+00
19980509,TB,2015-09-26 05:15:07.966+00,2015-09-26 05:15:07.966+00
19980510,HERITAGE,2015-09-26 05:15:08.062+00,2015-09-26 05:15:08.062+00
19980511,HERITAGE,2015-09-26 05:15:08.164+00,2015-09-26 05:15:08.164+00
19980512,IA&ND,2015-09-26 05:15:08.269+00,2015-09-26 05:15:08.269+00
19980513,IA&ND,2015-09-26 05:15:08.364+00,2015-09-26 05:15:08.364+00
19980514,IA&ND,2015-09-26 05:15:08.459+00,2015-09-26 05:15:08.459+00
19980515,INDUSTRY,2015-09-26 05:15:08.589+00,2015-09-26 05:15:08.589+00
19980516,INDUSTRY,2015-09-26 05:15:08.691+00,2015-09-26 05:15:08.691+00
19980517,TC,2015-09-26 05:15:08.787+00,2015-09-26 05:15:08.787+00
19980518,SGC,2015-09-26 05:15:08.882+00,2015-09-26 05:15:08.882+00
19980519,SGC,2015-09-26 05:15:08.977+00,2015-09-26 05:15:08.977+00
19980520,INDUSTRY,2015-09-26 05:15:09.082+00,2015-09-26 05:15:09.082+00
19980521,IA&ND,2015-09-26 05:15:09.195+00,2015-09-26 05:15:09.195+00
19980521,TB,2015-09-26 05:15:09.195+00,2015-09-26 05:15:09.195+00
19980522,F&O,2015-09-26 05:15:09.294+00,2015-09-26 05:15:09.294+00
19980523,LGC,2015-09-26 05:15:09.402+00,2015-09-26 05:15:09.402+00
19980524,TC,2015-09-26 05:15:09.498+00,2015-09-26 05:15:09.498+00
19980525,TC,2015-09-26 05:15:09.596+00,2015-09-26 05:15:09.596+00
19980526,TC,2015-09-26 05:15:09.697+00,2015-09-26 05:15:09.697+00
19980527,HERITAGE,2015-09-26 05:15:09.795+00,2015-09-26 05:15:09.795+00
19980528,INDUSTRY,2015-09-26 05:15:09.892+00,2015-09-26 05:15:09.892+00
19980529,INDUSTRY,2015-09-26 05:15:09.988+00,2015-09-26 05:15:09.988+00
19980530,JUS,2015-09-26 05:15:10.083+00,2015-09-26 05:15:10.083+00
19980531,JUS,2015-09-26 05:15:10.183+00,2015-09-26 05:15:10.183+00
19980532,JUS,2015-09-26 05:15:10.273+00,2015-09-26 05:15:10.273+00
19980533,JUS,2015-09-26 05:15:10.368+00,2015-09-26 05:15:10.368+00
19980534,JUS,2015-09-26 05:15:10.463+00,2015-09-26 05:15:10.463+00
19980535,HRD,2015-09-26 05:15:10.558+00,2015-09-26 05:15:10.558+00
19980536,HRD,2015-09-26 05:15:10.653+00,2015-09-26 05:15:10.653+00
19980537,HRD,2015-09-26 05:15:10.755+00,2015-09-26 05:15:10.755+00
19980538,HRD,2015-09-26 05:15:10.845+00,2015-09-26 05:15:10.845+00
19980539,HRD,2015-09-26 05:15:10.945+00,2015-09-26 05:15:10.945+00
19980540,CITIZENSHIP,2015-09-26 05:15:11.045+00,2015-09-26 05:15:11.045+00
